"","platform","year_of_release","genre","publisher","global_sales","critic_score","rating","developer","name","na_sales","eu_sales","jp_sales","other_sales","critic_count","user_score","user_count"
"12880","DS",2010,"Misc","Zoo Games",0.05,NA,"E","Zoo Games","Chocolatier",0.05,0,0,0,NA,NA,NA
"12881","Wii",2010,"Sports","Avanquest",0.05,NA,"E","Red Wagon Games","Kid Fit Island Resort",0.05,0,0,0,NA,NA,NA
"12882","DS",NA,"Puzzle","Avanquest",0.05,NA,"E10+","Avanquest Software","Jewel Link Chronicles: Mountains of Madness",0,0.05,0,0.01,NA,NA,NA
"12883","PS",1996,"Sports","U.S. Gold",0.05,NA,NA,NA,"Olympic Soccer: Atlanta 1996",0.03,0.02,0,0,NA,NA,NA
"12884","PSP",2008,"Action","Spike",0.05,NA,NA,NA,"Samurai Dou Portable",0,0,0.05,0,NA,NA,NA
"12885","GC",2003,"Role-Playing","Sega",0.05,NA,NA,NA,"Phantasy Star Online Episode I & II Plus",0.04,0.01,0,0,NA,NA,NA
"12886","Wii",2009,"Action","D3Publisher",0.05,42,"E10+","Papaya Studios","Coraline",0.05,0,0,0,7,5.5,8
"12887","PSP",2011,"Sports","Take-Two Interactive",0.05,NA,"E","Visual Concepts","Major League Baseball 2K11",0.05,0,0,0.01,NA,NA,NA
"12888","DS",2008,"Strategy","Square Enix",0.05,NA,NA,NA,"Front Mission 2089: Border of Madness",0,0,0.05,0,NA,NA,NA
"12889","PS2",2002,"Role-Playing","Sony Computer Entertainment",0.05,70,"E","Matrix Software","Dual Hearts",0.03,0.02,0,0.01,17,NA,NA
"12890","GC",2001,"Sports","Acclaim Entertainment",0.05,53,"E","Acclaim","NFL Quarterback Club 2002",0.04,0.01,0,0,10,NA,NA
"12891","DS",2006,"Action","Konami Digital Entertainment",0.05,58,"E","Razorback Developments","Xiaolin Showdown",0.05,0,0,0,7,NA,NA
"12892","PSV",2015,"Adventure","5pb",0.05,NA,NA,NA,"Chaos;Child",0,0,0.05,0,NA,NA,NA
"12893","PC",2016,"Strategy","Paradox Interactive",0.05,83,NA,"Paradox Development Studio","Hearts of Iron IV",0,0.05,0,0,36,6.9,306
"12894","GBA",2003,"Simulation","Destination Software, Inc",0.05,70,"T","Raylight Studios","Wing Commander: Prophecy",0.04,0.01,0,0,8,8.3,7
"12895","DS",2008,"Misc","JoWood Productions",0.05,NA,"E","Trine Games","Drivers Ed Portable",0.05,0,0,0,NA,NA,NA
"12896","PS2",2006,"Action","Atari",0.05,69,"M","Double Helix Games","Marc Ecko's Getting Up: Contents Under Pressure",0.03,0.02,0,0.01,39,7.2,31
"12897","PC",2009,"Adventure","Focus Home Interactive",0.05,NA,"T","Legacy Interactive","Murder, She Wrote",0,0.04,0,0.01,NA,NA,NA
"12898","Wii",NA,"Action","Sega",0.05,57,"T","High Voltage Software","Captain America: Super Soldier",0.05,0,0,0,16,6,6
"12899","XB",2002,"Sports","Sega",0.05,80,"E","Black Box","Sega Soccer Slam",0.04,0.01,0,0,15,8.5,10
"12900","PS3",2014,"Shooter","City Interactive",0.05,43,"M","CI Games","Enemy Front",0.01,0.04,0,0.01,12,6,75
"12901","PS2",2010,"Adventure","Idea Factory",0.05,NA,NA,NA,"Hakuouki: Reimeiroku",0,0,0.05,0,NA,NA,NA
"12902","Wii",2009,"Strategy","Playlogic Game Factory",0.05,66,"E","Icon Games","Vertigo",0.05,0,0,0,4,NA,NA
"12903","GC",2002,"Action","Eidos Interactive",0.05,71,"M","Crystal Dynamics","Blood Omen 2",0.04,0.01,0,0,15,NA,NA
"12904","DS",2008,"Adventure","Empire Interactive",0.05,66,"T","Now Production","Unsolved Crimes",0.04,0.01,0,0,20,NA,NA
"12905","PS4",2016,"Action","Activision",0.05,NA,NA,NA,"Ghostbusters (2016)",0.04,0,0,0.01,NA,NA,NA
"12906","PSP",2010,"Action","Tecmo Koei",0.05,NA,NA,NA,"Shin Sangoku Musou 5 Empires",0,0,0.05,0,NA,NA,NA
"12907","PSP",2009,"Simulation","Graffiti",0.05,36,"T","Cowboy Rodeo","Air Conflicts: Aces of World War II",0.05,0,0,0,12,NA,NA
"12908","XB",2004,"Racing","Global Star",0.05,64,"E","Argonaut Games","Carve",0.04,0.01,0,0,34,NA,NA
"12909","XB",2003,"Shooter","Zoo Digital Publishing",0.05,55,"T","Terminal Reality","BlowOut",0.04,0.01,0,0,11,NA,NA
"12910","PSP",2006,"Puzzle","Atari",0.05,62,"E10+","Q Entertainment","GunPey",0.05,0,0,0.01,24,NA,NA
"12911","PC",2010,"Shooter","Square Enix",0.05,63,"T","Double Helix Games","Front Mission Evolved",0.05,0,0,0,13,5.1,48
"12912","PSP",2011,"Action","Spike",0.05,NA,NA,NA,"GachiTora! Abarenbou Kyoushi in High School",0,0,0.05,0,NA,NA,NA
"12913","PSP",2011,"Strategy","Namco Bandai Games",0.05,NA,NA,NA,"McDROID",0,0,0.05,0,NA,NA,NA
"12914","PS",1998,"Sports","Konami Digital Entertainment",0.05,NA,NA,NA,"Bottom of the 9th '99",0.03,0.02,0,0,NA,NA,NA
"12915","PS2",2001,"Sports","Konami Digital Entertainment",0.05,50,"E","Konami","WTA Tour Tennis",0.03,0.02,0,0.01,9,NA,NA
"12916","XB",2005,"Action","Tecmo Koei",0.05,66,"T","Omega Force","Dynasty Warriors 5",0.04,0.01,0,0,22,8,4
"12917","PSV",2015,"Action","Tecmo Koei",0.05,NA,"T","Omega Force","Samurai Warriors 4-II",0,0,0.05,0,NA,NA,NA
"12918","GBA",2004,"Puzzle","Namco Bandai Games",0.05,NA,NA,NA,"Famicom Mini: Dig Dug",0,0,0.05,0,NA,NA,NA
"12919","GBA",2002,"Sports","Electronic Arts",0.05,76,"E","Exient Entertainment","FIFA Soccer 2003",0.04,0.01,0,0,4,NA,NA
"12920","PS2",2004,"Simulation","Tecmo Koei",0.05,65,"T","Micro Cabin","Naval Ops: Commander",0.03,0.02,0,0.01,12,NA,NA
"12921","PC",2012,"Adventure","DTP Entertainment",0.05,76,NA,"Cranberry Production","The Lost Chronicles of Zerzura",0,0.05,0,0.01,9,6.7,15
"12922","XOne",2015,"Action","Little Orbit",0.05,NA,NA,NA,"Adventure Time: Finn & Jake Investigations",0.03,0.02,0,0,NA,NA,NA
"12923","PC",2009,"Puzzle","Mastertronic",0.05,NA,"E","Playrix Entertainment","4 Elements",0,0.04,0,0.01,NA,7.4,19
"12924","PSV",2016,"Action","Broccoli",0.05,NA,NA,NA,"Uta no Prince-Sama: Music 3",0,0,0.05,0,NA,NA,NA
"12925","3DS",2015,"Action","FuRyu",0.05,NA,NA,NA,"New Prince of Tennis: Go to the Top",0,0,0.05,0,NA,NA,NA
"12926","DS",2010,"Simulation","PQube",0.05,NA,"E","LDW","Virtual Villagers: A New Home",0.04,0.01,0,0,NA,NA,NA
"12927","PS3",2016,"Adventure","Telltale Games",0.05,NA,NA,NA,"Batman: A Telltale Game Series",0.01,0.04,0,0.01,NA,NA,NA
"12928","Wii",2008,"Strategy","Zushi Games",0.05,NA,NA,NA,"Defendin' De Penguin",0.05,0,0,0,NA,NA,NA
"12929","PC",2014,"Action","Square Enix",0.05,59,"M","Airtight Games","Murdered: Soul Suspect",0,0.05,0,0,22,7.4,379
"12930","PSP",2006,"Misc","Activision",0.05,75,"E","Digital Eclipse","Activision Hits: Remixed",0.05,0,0,0,10,NA,NA
"12931","PS2",2006,"Fighting","Sony Computer Entertainment",0.05,NA,NA,NA,"Bleach: Blade Battlers",0,0,0.05,0,NA,NA,NA
"12932","PS2",2001,"Shooter","Sony Computer Entertainment",0.05,78,"E","UGA","Rez",0.03,0.02,0,0.01,34,8.3,28
"12933","XB",2006,"Sports","Midway Games",0.05,59,"E10+","Blue Shift","MLB SlugFest 2006",0.04,0.01,0,0,15,NA,NA
"12934","3DS",2015,"Adventure","WayForward Technologies",0.05,NA,"E10+","WayForward","Goosebumps: The Game",0.05,0,0,0.01,NA,NA,NA
"12935","PSP",2008,"Role-Playing","Idea Factory",0.05,57,"T","Idea Factory","Neverland Card Battles",0.04,0,0,0.01,14,7.8,12
"12936","GBA",2002,"Role-Playing","Taito",0.05,76,"E","Taito Corporation","Lufia: The Ruins of Lore",0.04,0.01,0,0,12,8.3,8
"12937","XB",2004,"Sports","Electronic Arts",0.05,74,"E","EA Canada","UEFA Euro 2004: Portugal",0.04,0.01,0,0,21,8.1,9
"12938","PC",2011,"Simulation","Kalypso Media",0.05,57,"E","Kalypso","Airline Tycoon 2",0,0.04,0,0.01,4,5.5,30
"12939","DS",2006,"Misc","Sega",0.05,NA,NA,NA,"Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE",0,0,0.05,0,NA,NA,NA
"12940","PSP",2007,"Action","Destineer",0.05,41,"E","Empire Oxford","Taito Legends Power Up",0.05,0,0,0,9,NA,NA
"12941","GC",2003,"Platform","Namco Bandai Games",0.05,NA,NA,NA,"Shaman King: Soul Fight",0,0,0.05,0,NA,NA,NA
"12942","PS",2002,"Fighting","Namco Bandai Games",0.05,NA,NA,NA,"Samurai Deeper Kyo",0,0,0.05,0,NA,NA,NA
"12943","DS",2011,"Simulation","Ubisoft",0.05,NA,"E","Ubisoft","Petz Bunnyz Bunch",0.05,0,0,0,NA,NA,NA
"12944","PSV",2016,"Role-Playing","Square Enix",0.05,NA,NA,NA,"Project Setsuna",0,0,0.05,0,NA,NA,NA
"12945","GC",2003,"Role-Playing","Ubisoft",0.05,51,"E","Imagineer","Medabots: Infinity",0.04,0.01,0,0,6,8,7
"12946","PS3",2015,"Racing","Milestone S.r.l.",0.05,NA,"E10+","Milestone S.r.l","MotoGP 15",0,0.02,0.03,0,NA,NA,NA
"12947","PSV",2015,"Role-Playing","Nippon Ichi Software",0.05,NA,NA,NA,"Criminal Girls 2",0.01,0.01,0.03,0.01,NA,NA,NA
"12948","PSV",2015,"Role-Playing","D3Publisher",0.05,NA,NA,NA,"Omega Labyrinth",0,0,0.05,0,NA,NA,NA
"12949","XB",2002,"Platform","Infogrames",0.05,NA,NA,NA,"Zapper: One Wicked Cricket!",0.04,0.01,0,0,NA,NA,NA
"12950","SNES",1995,"Adventure","Pack-In-Video",0.05,NA,NA,NA,"Jirou Akagawa: Majotachi no Nemuri",0,0,0.05,0,NA,NA,NA
"12951","Wii",2008,"Misc","Midway Games",0.05,NA,"T","Broadsword Interactive","PopStar Guitar",0.03,0.02,0,0,NA,NA,NA
"12952","PS2",2002,"Puzzle","Midas Interactive Entertainment",0.05,NA,NA,NA,"Bust-A-Bloc",0,0,0.05,0,NA,NA,NA
"12953","DS",2011,"Platform","Rising Star Games",0.05,NA,"E","Rising Star Games","Pucca Power Up",0.04,0.01,0,0,NA,NA,NA
"12954","PS2",2003,"Platform","LSP Games",0.05,NA,"E","Asobo Studio","Sitting Ducks",0.03,0.02,0,0.01,NA,NA,NA
"12955","Wii",2009,"Puzzle","Sega",0.05,NA,NA,NA,"Puyo Puyo 7",0,0,0.05,0,NA,NA,NA
"12956","Wii",2011,"Sports","Ubisoft",0.05,NA,NA,NA,"My Fitness Coach: Club",0,0.05,0,0.01,NA,NA,NA
"12957","PC",2011,"Simulation","Ubisoft",0.05,60,"T","1C: Maddox Games","IL-2 Sturmovik: Cliffs of Dover",0,0.04,0,0.01,13,7.1,114
"12958","PSV",2014,"Strategy","Tecmo Koei",0.05,NA,NA,NA,"Nobunaga's Ambition: Sphere of Influence",0,0,0.05,0,NA,NA,NA
"12959","XB",2003,"Sports","Midway Games",0.05,71,"E","Midway","NFL Blitz Pro",0.04,0.01,0,0,14,6.6,8
"12960","Wii",2013,"Misc","Namco Bandai Games",0.05,NA,NA,NA,"Pretty Cure All Stars Everyone Gather ? Let's Dance!",0,0,0.05,0,NA,NA,NA
"12961","PS2",NA,"Sports","Unknown",0.05,NA,"E","Fresh 3D","Mountain Bike Adrenaline",0.03,0.02,0,0.01,NA,NA,NA
"12962","3DS",2013,"Action","Namco Bandai Games",0.05,NA,NA,NA,"Zyuden Sentai Kyoryuger: Game de Gaburincho!!",0,0,0.05,0,NA,NA,NA
"12963","PS",1995,"Racing","Electronic Arts",0.05,NA,NA,NA,"Hi-Octane: The Track Fights Back!",0.03,0.02,0,0,NA,NA,NA
"12964","DS",2009,"Role-Playing","Graffiti",0.05,58,"E","Studio Archcraft","Black Sigil: Blade of the Exiled",0.05,0,0,0,24,7.5,20
"12965","PSP",2006,"Platform","Konami Digital Entertainment",0.05,68,"T","Backbone Entertainment","Death Jr. II: Root of Evil",0.05,0,0,0,34,7.3,9
"12966","XB",2003,"Sports","Activision",0.05,80,"E","Shaba Games","Wakeboarding Unleashed Featuring Shaun Murray",0.04,0.01,0,0,23,8.8,9
"12967","PS4",2016,"Platform","Deep Silver",0.05,52,"E10+","Inti Creates","Mighty No. 9",0.04,0,0,0.01,64,3.5,282
"12968","DS",2010,"Misc","O-Games",0.05,NA,"E","O-Games","Touch 'N' Play Collection",0.03,0.01,0,0,NA,NA,NA
"12969","SNES",1993,"Role-Playing","Epoch",0.05,NA,NA,NA,"Doraemon 2: Nobita no Toizurando Daibouken",0,0,0.05,0,NA,NA,NA
"12970","PS2",2006,"Action","Namco Bandai Games",0.05,66,"T","Grasshopper Manufacture","Samurai Champloo: Sidetracked",0.03,0.02,0,0.01,26,7.2,6
"12971","PS4",2016,"Sports","Tecmo Koei",0.05,43,NA,"Team Ninja","Dead or Alive Xtreme 3: Fortune",0,0,0.05,0,9,7.8,110
"12972","GBA",NA,"Platform","Unknown",0.05,81,"E","Game Freak","Drill Dozer",0.04,0.01,0,0,34,8.3,10
"12973","DS",2007,"Action","Takara Tomy",0.05,NA,NA,NA,"Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!",0,0,0.05,0,NA,NA,NA
"12974","DS",2010,"Action","Hudson Soft",0.05,NA,NA,NA,"Metal Fight Beyblade: Bakugami Susanoh Shuurai!",0,0,0.05,0,NA,NA,NA
"12975","PS",1999,"Fighting","SNK Playmore",0.05,NA,NA,NA,"Fatal Fury: Wild Ambition",0.03,0.02,0,0,NA,NA,NA
"12976","DS",2008,"Action","SouthPeak Games",0.05,59,"E","Lexis Numerique","Mister Slime",0.05,0,0,0,12,NA,NA
"12977","PS3",2014,"Racing","Tecmo Koei",0.05,NA,NA,NA,"Winning Post 8",0,0,0.05,0,NA,NA,NA
"12978","DS",2010,"Misc","DreamCatcher Interactive",0.05,NA,"E","Dreamcatcher","Learn Science",0.05,0,0,0,NA,NA,NA
"12979","PC",2007,"Shooter","Electronic Arts",0.05,78,"T","Electronic Arts","Medal of Honor: Airborne",0,0.04,0,0.01,38,7.3,204
"12980","DS",2009,"Role-Playing","ASCII Media Works",0.05,NA,NA,NA,"Dengeki Gakuen RPG: Cross of Venus",0,0,0.05,0,NA,NA,NA
"12981","PS",1997,"Platform","Gremlin Interactive Ltd",0.05,NA,NA,NA,"Judge Dredd",0.03,0.02,0,0,NA,NA,NA
"12982","3DS",2012,"Action","Namco Bandai Games",0.05,NA,NA,NA,"Minna no Ennichi",0,0,0.05,0,NA,NA,NA
"12983","Wii",2007,"Action","Nordcurrent",0.05,57,"E","RED Entertainment","Domino Rally",0.05,0,0,0,4,NA,NA
"12984","XB",2004,"Action","Konami Digital Entertainment",0.05,61,"T","Krome Studios","King Arthur",0.04,0.01,0,0,15,NA,NA
"12985","PS",1999,"Sports","Namco Bandai Games",0.05,NA,NA,NA,"Bass Rise",0.03,0.02,0,0,NA,NA,NA
"12986","GEN",1993,"Platform","Sega",0.05,NA,NA,NA,"Dynamite Headdy",0,0,0.05,0,NA,NA,NA
"12987","PS3",2012,"Shooter","Namco Bandai Games",0.05,NA,NA,NA,"Choujikuu Yousai Macross: Do You Remember Love",0,0,0.05,0,NA,NA,NA
"12988","PS4",2015,"Role-Playing","Nordic Games",0.05,NA,NA,NA,"Arcania: Gothic 4",0.04,0,0,0.01,NA,NA,NA
"12989","DS",2010,"Puzzle","Foreign Media Games",0.05,NA,"E","Most Wanted Entertainment","Match 3 Madness",0,0.05,0,0.01,NA,NA,NA
"12990","Wii",2009,"Puzzle","Mindscape",0.05,NA,NA,NA,"Countdown: The Game",0,0.05,0,0,NA,NA,NA
"12991","DS",2009,"Misc","Arc System Works",0.05,NA,"E","Arc System Works","Rockin' Pretty",0.05,0,0,0,NA,NA,NA
"12992","PC",2011,"Strategy","1C Company",0.05,77,"T","THQ, 1C, 1C Company","Men of War: Assault Squad",0.01,0.03,0,0.01,21,8.2,93
"12993","PSP",2012,"Role-Playing","Atlus",0.05,NA,NA,NA,"Persona 2: Eternal Punishment",0,0,0.05,0,NA,NA,NA
"12994","XB",2002,"Platform","Ubisoft",0.05,NA,NA,NA,"Dragon's Lair 3D: Return to the Lair",0.04,0.01,0,0,NA,NA,NA
"12995","DS",2008,"Role-Playing","Nippon Ichi Software",0.05,67,"E","Nippon Ichi Software","Rhapsody: A Musical Adventure",0.05,0,0,0,24,6.8,12
"12996","PS2",2006,"Role-Playing","Rising Star Games",0.05,NA,NA,NA,"Growlanser: Heritage of War (jp sales)",0,0,0.05,0,NA,NA,NA
"12997","XB",2005,"Adventure","Ubisoft",0.05,75,"T","Ubisoft Montreal","Myst IV: Revelation",0.04,0.01,0,0,17,NA,NA
"12998","Wii",2010,"Sports","SouthPeak Games",0.05,NA,"E","Just For Fun","Sled Shred featuring the Jamaican Bobsled Team",0.05,0,0,0,NA,NA,NA
"12999","SNES",1993,"Misc","Coconuts Japan",0.05,NA,NA,NA,"Pachinko Wars II",0,0,0.05,0,NA,NA,NA
"13000","DS",2008,"Adventure","Ubisoft",0.05,NA,"E","Ubisoft","Jake Power: Policeman",0.05,0,0,0,NA,NA,NA
"13001","PS2",2004,"Role-Playing","Arika",0.05,NA,NA,NA,"The Nightmare of Druaga: Fushigino Dungeon",0.03,0.02,0,0.01,NA,NA,NA
"13002","XOne",2016,"Action","Deep Silver",0.05,67,"M","Techland","Dead Island Definitive Collection",0.02,0.03,0,0,10,4.9,18
"13003","WiiU",2013,"Platform","Namco Bandai Games",0.05,58,"E10+","Namco Bandai Games, Monkey Bar Games","PAC-MAN and the Ghostly Adventures",0.03,0.01,0,0,9,6.5,16
"13004","DS",2010,"Simulation","Activision",0.05,NA,"E","Activision","Animal Planet: Vet Collection",0.05,0,0,0,NA,NA,NA
"13005","DS",2009,"Misc","Tivola",0.05,NA,NA,NA,"Lernerfolg Vorschule: Capt'n Sharky",0,0.04,0,0.01,NA,NA,NA
"13006","GC",2002,"Sports","Sega",0.05,58,"E","Amusement Vision","Virtua Striker 2002",0.01,0,0.03,0,20,6,5
"13007","PS4",2015,"Sports","Bigben Interactive",0.05,NA,NA,NA,"WRC 5: FIA World Rally Championship",0,0.05,0,0.01,NA,NA,NA
"13008","X360",2007,"Sports","Electronic Arts",0.05,72,"E","EA Canada","UEFA Champions League 2006-2007",0.04,0.01,0,0,27,8.2,10
"13009","PSP",2009,"Fighting","Capcom",0.05,NA,NA,NA,"Fate/Unlimited Codes Portable",0,0,0.05,0,NA,NA,NA
"13010","Wii",2011,"Shooter","Atari",0.05,NA,"E10+","WayForward","Centipede: Infestation",0.05,0,0,0,NA,NA,NA
"13011","PC",2015,"Racing","Codemasters",0.05,61,"E","Codemasters","F1 2015",0,0.05,0,0,13,3.6,63
"13012","SCD",1994,"Misc","Sega",0.05,NA,NA,NA,"Game no Kanzume Vol 2",0,0,0.05,0,NA,NA,NA
"13013","PSV",2015,"Action","Marvel Entertainment",0.05,NA,NA,NA,"Luminous Arc Infinity",0,0,0.05,0,NA,NA,NA
"13014","GC",2002,"Platform","Ubisoft",0.05,46,"E","Ubisoft","Disney's PK: Out of the Shadows",0.04,0.01,0,0,10,NA,NA
"13015","DS",2009,"Action","Playlogic Game Factory",0.05,58,"E10+","Engine Software","Aliens in the Attic",0.05,0,0,0,7,6,5
"13016","PS2",2006,"Action","Namco Bandai Games",0.05,NA,NA,NA,"JoJo no Kimy? na B?ken Fantomu Buraddo",0,0,0.05,0,NA,NA,NA
"13017","X360",2011,"Simulation","Namco Bandai Games",0.05,NA,NA,NA,"The Idolmaster 2",0,0,0.05,0,NA,NA,NA
"13018","PC",2011,"Action","Bethesda Softworks",0.05,61,"M","InXile Entertainment","Hunted: The Demon's Forge",0.03,0.01,0,0,21,6.6,127
"13019","PS2",2004,"Racing","Evolved Games",0.05,54,"T","Argonaut Games","Powerdrome",0.03,0.02,0,0.01,4,NA,NA
"13020","DS",2008,"Simulation","DreamCatcher Interactive",0.05,NA,"E","Dreamcatcher","Dreamer Series: Puppy Trainer",0.05,0,0,0,NA,NA,NA
"13021","PS3",2009,"Misc","Sony Computer Entertainment",0.05,NA,NA,NA,"SingStar Mallorca Party",0,0.04,0,0.01,NA,NA,NA
"13022","PS2",2008,"Sports","Konami Digital Entertainment",0.05,NA,NA,NA,"Pro Yakyuu Spirits 5 Kanzenban",0,0,0.05,0,NA,NA,NA
"13023","PSP",2009,"Action","Tecmo Koei",0.05,NA,NA,NA,"Shin Sangoku Musou 5 Special",0,0,0.05,0,NA,NA,NA
"13024","Wii",2009,"Misc","Majesco Entertainment",0.05,46,"E","NanaOn-Sha","Major Minor's Majestic March",0.05,0,0,0,16,NA,NA
"13025","DS",2008,"Simulation","Eidos Interactive",0.05,NA,"E","Eidos Interactive, Tantalus Interactive","Pony Friends: Mini Breeds Edition",0.05,0,0,0,NA,NA,NA
"13026","XB",2003,"Action","Sega",0.05,79,"T","From Software","Otogi 2: Immortal Warriors",0.04,0.01,0,0,43,8.3,12
"13027","PS2",2005,"Action","JoWood Productions",0.05,72,"E10+","Neon Studios","Legend of Kay",0.03,0.02,0,0.01,30,7.3,18
"13028","DS",2007,"Platform","Disney Interactive Studios",0.05,NA,NA,NA,"Walt Disney Pictures Presents Enchanted",0.04,0.01,0,0,NA,NA,NA
"13029","X360",2010,"Fighting","Konami Digital Entertainment",0.05,49,"T","Immersion Software & Graphics","Lucha Libre AAA: Heroes del Ring",0.05,0,0,0,11,6.3,12
"13030","GC",2003,"Platform","Gotham Games",0.05,70,"E","Doki Denki","Piglet's Big Game",0.04,0.01,0,0,4,8,5
"13031","PC",2010,"Action","Ubisoft",0.05,66,"T","Ubisoft","Tom Clancy's HAWX 2",0,0.04,0,0.01,12,3.8,47
"13032","Wii",2007,"Puzzle","Popcorn Arcade",0.05,NA,"E","Data Design Interactive","Myth Makers: Orbs of Doom",0.05,0,0,0,NA,1.1,8
"13033","XB",2004,"Role-Playing","Avalon Interactive",0.05,66,"M","Interplay","Fallout: Brotherhood of Steel",0.04,0.01,0,0,33,5.5,23
"13034","PSP",2012,"Adventure","Kadokawa Shoten",0.05,NA,NA,NA,"Koi to Senkyo to Chocolate Portable",0,0,0.05,0,NA,NA,NA
"13035","XB",2003,"Racing","Codemasters",0.05,71,"E","Codemasters","IndyCar Series",0.04,0.01,0,0,8,7.8,5
"13036","DS",2006,"Action","Game Factory",0.05,NA,"E","Gorilla Systems","Strawberry Shortcake: Strawberryland Games",0.05,0,0,0,NA,NA,NA
"13037","XB",2004,"Puzzle","505 Games",0.05,74,"E","Taito Corporation","Ultra Bust-A-Move",0.04,0.01,0,0,12,NA,NA
"13038","XB",2002,"Racing","Activision",0.05,69,"E","Climax Group","Rally Fusion: Race of Champions",0.04,0.01,0,0,16,NA,NA
"13039","PS3",2016,"Action","Activision",0.05,NA,"T","PlatinumGames","Teenage Mutant Ninja Turtles: Mutants in Manhattan",0.01,0.03,0,0.01,NA,3.4,14
"13040","X360",2014,"Adventure","Focus Home Interactive",0.05,NA,NA,NA,"Sherlock Holmes: Crimes & Punishments",0.03,0.02,0,0,NA,NA,NA
"13041","GBA",2003,"Platform","THQ",0.05,NA,NA,NA,"Piglet's Big Game",0.04,0.01,0,0,NA,NA,NA
"13042","PS4",2016,"Shooter","Tripwire Interactive",0.05,76,"M","Tripwire Interactive","Killing Floor 2",0.03,0.01,0,0.01,39,8,57
"13043","GC",2005,"Misc","Crave Entertainment",0.05,NA,NA,NA,"Pinball Hall of Fame: The Gottlieb Collection",0.04,0.01,0,0,NA,NA,NA
"13044","PS2",2002,"Racing","Sony Computer Entertainment",0.05,70,"E","Sega AM2","Ferrari F355 Challenge",0.03,0.02,0,0.01,14,4.4,5
"13045","WiiU",2015,"Action","Little Orbit",0.05,NA,NA,NA,"Adventure Time: Finn & Jake Investigations",0.03,0.02,0,0,NA,NA,NA
"13046","Wii",2009,"Adventure","Blast! Entertainment Ltd",0.05,NA,"E","Blast! Entertainment Ltd","Mr Bean's Wacky World of Wii",0,0.05,0,0,NA,NA,NA
"13047","PS",1998,"Action","Swing! Entertainment",0.05,NA,NA,NA,"Tiny Toon Adventures: Toonenstein - Dare to Scare",0.03,0.02,0,0,NA,NA,NA
"13048","Wii",2008,"Sports","Atari",0.05,NA,NA,NA,"My Horse & Me: Riding for Gold",0.04,0.01,0,0,NA,NA,NA
"13049","PC",2015,"Fighting","Warner Bros. Interactive Entertainment",0.05,76,"M","High Voltage Software","Mortal Kombat X",0.01,0.04,0,0,10,5.1,475
"13050","DS",2010,"Fighting","Hudson Soft",0.05,NA,NA,NA,"TV Anime: Fairy Tale Gekitou! Madoushi Kessen",0,0,0.05,0,NA,NA,NA
"13051","PC",2011,"Simulation","Paradox Interactive",0.05,70,"E","Colossal Order","Cities in Motion",0,0.04,0,0.01,20,7.7,105
"13052","PS2",2002,"Adventure","3DO",0.05,37,"T","3DO","Shifters",0.03,0.02,0,0.01,12,5.9,8
"13053","DS",2010,"Adventure","Unknown",0.05,NA,"E","Navarre Corp","Samantha Swift and the Hidden Roses of Athena",0.04,0.01,0,0,NA,NA,NA
"13054","DS",2010,"Role-Playing","Enterbrain",0.05,NA,NA,NA,"RPG Tsukuru DS",0,0,0.05,0,NA,NA,NA
"13055","PSV",2015,"Adventure","Aqua Plus",0.05,NA,NA,NA,"To Heart 2: Dungeon Travelers",0,0,0.05,0,NA,NA,NA
"13056","XOne",2015,"Action","Tecmo Koei",0.05,48,"T","Omega Force","Bladestorm: Nightmare",0.03,0.02,0,0,6,7.1,8
"13057","PSP",2010,"Fighting","SouthPeak Games",0.05,50,"T","Point of View","TNA iMPACT: Cross the Line",0.05,0,0,0,6,6.5,4
"13058","DS",2008,"Role-Playing","Sega",0.05,NA,NA,NA,"Dramatic Dungeon: Sakura Wars - Kimi Arugatame",0,0,0.05,0,NA,NA,NA
"13059","DS",2009,"Fighting","D3Publisher",0.05,NA,"T","Natsume","Kamen Rider: Dragon Knight",0.05,0,0,0,NA,NA,NA
"13060","DS",2009,"Sports","Take-Two Interactive",0.05,NA,"E","Blue Castle Games","The BIGS 2",0.05,0,0,0,NA,NA,NA
"13061","X360",2014,"Role-Playing","Deep Silver",0.05,51,"M","Deep Silver","Sacred 3",0.03,0.02,0,0,11,4.1,42
"13062","DS",NA,"Action","Sega",0.05,NA,NA,NA,"Captain America: Super Soldier",0.05,0,0,0,NA,NA,NA
"13063","PC",2009,"Role-Playing","DTP Entertainment",0.05,61,"T","Deck 13","Venetica",0,0.04,0,0.01,17,6.8,51
"13064","PC",2009,"Shooter","Codemasters",0.05,76,"M","Codemasters","Operation Flashpoint: Dragon Rising",0.02,0.03,0,0.01,29,4.9,539
"13065","DS",2008,"Sports","505 Games",0.05,NA,"E","Arc System Works","Princess on Ice",0.04,0.01,0,0,NA,NA,NA
"13066","SNES",1991,"Role-Playing","Kemco",0.05,NA,NA,NA,"Lagoon",0,0,0.05,0,NA,NA,NA
"13067","PC",2010,"Misc","Warner Bros. Interactive Entertainment",0.05,NA,"EC","Black Lantern Studios","Sesame Street: Cookie's Counting Carnival",0.05,0,0,0,NA,NA,NA
"13068","DS",2011,"Puzzle","Rising Star Games",0.05,NA,"E","Rising Star Games","Jewel Legends: Tree of Life",0,0.04,0,0.01,NA,NA,NA
